,dia,mes,anio,festivo,provincia,comunidad,ambito
352,30,Marzo,2018,Viernes Santo,Alicante,Comunidad Valenciana,nacional
353,2,Abril,2018,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
354,12,Abril,2018,Santa Faz,Alicante,Comunidad Valenciana,local
355,1,Mayo,2018,Fiesta del Trabajo,Alicante,Comunidad Valenciana,nacional
356,24,Junio,2018,San Juan(se traslada al lunes),Alicante,Comunidad Valenciana,local
357,15,Agosto,2018,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
358,9,Octubre,2018,Día de la Comunidad Valenciana,Alicante,Comunidad Valenciana,regional
359,12,Octubre,2018,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
360,1,Noviembre,2018,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
361,6,Diciembre,2018,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
362,8,Diciembre,2018,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
363,25,Diciembre,2018,Navidad,Alicante,Comunidad Valenciana,nacional
364,1,Enero,2019,Año nuevo,Alicante,Comunidad Valenciana,nacional
365,19,Marzo,2019,San José,Alicante,Comunidad Valenciana,regional
366,19,Abril,2019,Viernes Santo,Alicante,Comunidad Valenciana,nacional
367,22,Abril,2019,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
368,1,Mayo,2019,Fiesta del Trabajo,Alicante,Comunidad Valenciana,nacional
369,2,Mayo,2019,Santa Faz,Alicante,Comunidad Valenciana,local
370,24,Junio,2019,San Juan,Alicante,Comunidad Valenciana,regional
371,25,Junio,2019,Fiesta Local,Alicante,Comunidad Valenciana,local
372,15,Agosto,2019,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
373,9,Octubre,2019,Día de la Comunitat Valenciana,Alicante,Comunidad Valenciana,regional
374,12,Octubre,2019,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
375,1,Noviembre,2019,,Alicante,Comunidad Valenciana,nacional
376,6,Diciembre,2019,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
377,25,Diciembre,2019,Natividad del Señor,Alicante,Comunidad Valenciana,nacional
378,1,Enero,2020,Año nuevo,Alicante,Comunidad Valenciana,nacional
379,6,Enero,2020,Epifanía del Señor,Alicante,Comunidad Valenciana,nacional
380,19,Marzo,2020,San José,Alicante,Comunidad Valenciana,regional
381,10,Abril,2020,Viernes Santo,Alicante,Comunidad Valenciana,nacional
382,13,Abril,2020,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
383,23,Abril,2020,Santa Faz,Alicante,Comunidad Valenciana,local
384,1,Mayo,2020,Fiesta del Trabajo,Alicante,Comunidad Valenciana,nacional
385,22,Junio,2020,Fiesta local,Alicante,Comunidad Valenciana,local
386,24,Junio,2020,San Juan,Alicante,Comunidad Valenciana,regional
387,15,Agosto,2020,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
388,9,Octubre,2020,Día de la Comunidad Valenciana,Alicante,Comunidad Valenciana,regional
389,12,Octubre,2020,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
390,8,Diciembre,2020,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
391,25,Diciembre,2020,Navidad del Señor,Alicante,Comunidad Valenciana,nacional
392,1,Enero,2021,Año nuevo,Alicante,Comunidad Valenciana,nacional
393,6,Enero,2021,Epifanía del Señor,Alicante,Comunidad Valenciana,nacional
394,19,Marzo,2021,San José,Alicante,Comunidad Valenciana,regional
395,2,Abril,2021,Viernes Santo,Alicante,Comunidad Valenciana,nacional
396,5,Abril,2021,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
397,15,Abril,2021,Santa Faz,Alicante,Comunidad Valenciana,local
398,1,Mayo,2021,Fiesta del Trabajo,Alicante,Comunidad Valenciana,regional
399,23,Junio,2021,San Juan,Alicante,Comunidad Valenciana,local
400,9,Octubre,2021,Día de la Comunidad Valenciana,Alicante,Comunidad Valenciana,regional
401,12,Octubre,2021,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
402,1,Noviembre,2021,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
403,6,Diciembre,2021,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
404,8,Diciembre,2021,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
405,25,Diciembre,2021,Navidad,Alicante,Comunidad Valenciana,nacional
406,1,Enero,2022,Año nuevo,Alicante,Comunidad Valenciana,nacional
407,6,Enero,2022,Epifanía del Señor,Alicante,Comunidad Valenciana,nacional
408,19,Marzo,2022,San José,Alicante,Comunidad Valenciana,regional
409,14,Abril,2022,Jueves Santo,Alicante,Comunidad Valenciana,regional
410,15,Abril,2022,Viernes Santo,Alicante,Comunidad Valenciana,nacional
411,18,Abril,2022,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
412,28,Abril,2022,Santa Faz,Alicante,Comunidad Valenciana,local
413,23,Junio,2022,Les fogueres,Alicante,Comunidad Valenciana,local
414,24,Junio,2022,San Juan,Alicante,Comunidad Valenciana,regional
415,15,Agosto,2022,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
416,12,Octubre,2022,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
417,1,Noviembre,2022,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
418,6,Diciembre,2022,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
419,8,Diciembre,2022,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
420,6,Enero,2023,Día de Reyes,Alicante,Comunidad Valenciana,nacional
421,7,Abril,2023,Viernes Santo,Alicante,Comunidad Valenciana,nacional
422,10,Abril,2023,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
423,20,Abril,2023,Santa Faz,Alicante,Comunidad Valenciana,local
424,1,Mayo,2023,Día Del Trabajo,Alicante,Comunidad Valenciana,nacional
425,23,Junio,2023,Víspera de San Juan,Alicante,Comunidad Valenciana,local
426,24,Junio,2023,San juan,Alicante,Comunidad Valenciana,regional
427,15,Agosto,2023,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
428,9,Octubre,2023,Día de la Comunidad Valenciana,Alicante,Comunidad Valenciana,regional
429,12,Octubre,2023,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
430,1,Noviembre,2023,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
431,6,Diciembre,2023,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
432,8,Diciembre,2023,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
433,25,Diciembre,2023,Navidad,Alicante,Comunidad Valenciana,nacional
434,1,Enero,2024,Año nuevo,Alicante,Comunidad Valenciana,nacional
435,6,Enero,2024,Epifanía del Señor,Alicante,Comunidad Valenciana,nacional
436,19,Marzo,2024,San José,Alicante,Comunidad Valenciana,regional
437,29,Marzo,2024,Viernes Santo,Alicante,Comunidad Valenciana,nacional
438,1,Abril,2024,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
439,11,Abril,2024,Santa Faz,Alicante,Comunidad Valenciana,local
440,1,Mayo,2024,Día del Trabajo,Alicante,Comunidad Valenciana,nacional
441,24,Junio,2024,San Juan,Alicante,Comunidad Valenciana,local
442,15,Agosto,2024,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
443,9,Octubre,2024,Día de la Comunidad Valenciana,Alicante,Comunidad Valenciana,regional
444,12,Octubre,2024,Fiesta Nacional Española,Alicante,Comunidad Valenciana,nacional
445,1,Noviembre,2024,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
446,6,Diciembre,2024,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
447,25,Diciembre,2024,Navidad,Alicante,Comunidad Valenciana,nacional
448,1,Enero,2025,Año nuevo,Alicante,Comunidad Valenciana,nacional
449,6,Enero,2025,Epifanía del Señor,Alicante,Comunidad Valenciana,nacional
450,19,Marzo,2025,San José,Alicante,Comunidad Valenciana,regional
451,18,Abril,2025,Viernes Santo,Alicante,Comunidad Valenciana,nacional
452,21,Abril,2025,Lunes de Pascua,Alicante,Comunidad Valenciana,regional
453,1,Mayo,2025,Día del Trabajo,Alicante,Comunidad Valenciana,nacional
454,23,Junio,2025,Fiesta local,Alicante,Comunidad Valenciana,local
455,24,Junio,2025,San Juan,Alicante,Comunidad Valenciana,local
456,15,Agosto,2025,Asunción de la Virgen,Alicante,Comunidad Valenciana,nacional
457,9,Octubre,2025,Día de la Comunitat Valenciana,Alicante,Comunidad Valenciana,regional
458,1,Noviembre,2025,Día de Todos los Santos,Alicante,Comunidad Valenciana,nacional
459,6,Diciembre,2025,Día de la Constitución Española,Alicante,Comunidad Valenciana,nacional
460,8,Diciembre,2025,Inmaculada Concepción,Alicante,Comunidad Valenciana,nacional
461,25,Diciembre,2025,Navidad,Alicante,Comunidad Valenciana,nacional
462,1,Enero,2015,Año nuevo,Almeria,Andalucia,nacional
463,6,Enero,2015,Epifanía del Señor,Almeria,Andalucia,nacional
464,28,Febrero,2015,Día de Andalucía,Almeria,Andalucia,regional
465,2,Abril,2015,Jueves Santo,Almeria,Andalucia,regional
466,3,Abril,2015,Viernes Santo,Almeria,Andalucia,nacional
467,1,Mayo,2015,Día del trabajo,Almeria,Andalucia,regional
468,24,Junio,2015,San Juan,Almeria,Andalucia,local
469,15,Agosto,2015,Asunción de la Virgen,Almeria,Andalucia,nacional
470,29,Agosto,2015,Virgen del mar,Almeria,Andalucia,local
471,12,Octubre,2015,Fiesta Nacional Española,Almeria,Andalucia,nacional
472,1,Noviembre,2015,Día de Todos los Santos(se traslada al lunes),Almeria,Andalucia,nacional
473,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Almeria,Andalucia,nacional
474,8,Diciembre,2015,Inmaculada Concepción,Almeria,Andalucia,nacional
475,25,Diciembre,2015,Natividad del Señor,Almeria,Andalucia,regional
476,1,Enero,2016,Año nuevo,Almeria,Andalucia,nacional
477,6,Enero,2016,Epifanía del Señor,Almeria,Andalucia,nacional
478,28,Febrero,2016,Día de Andalucía(se traslada al lunes),Almeria,Andalucia,regional
479,24,Marzo,2016,Jueves Santo,Almeria,Andalucia,regional
480,25,Marzo,2016,Viernes Santo,Almeria,Andalucia,nacional
481,1,Mayo,2016,Día del trabajo(se traslada al lunes),Almeria,Andalucia,regional
482,24,Junio,2016,San Juan,Almeria,Andalucia,local
483,15,Agosto,2016,Asunción de la Virgen,Almeria,Andalucia,nacional
484,27,Agosto,2016,Virgen del Mar,Almeria,Andalucia,local
485,12,Octubre,2016,Fiesta Nacional Española,Almeria,Andalucia,nacional
486,1,Noviembre,2016,Día de Todos los Santos,Almeria,Andalucia,nacional
487,6,Diciembre,2016,Día de la Constitución Española,Almeria,Andalucia,nacional
488,8,Diciembre,2016,Inmaculada Concepción,Almeria,Andalucia,nacional
489,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Almeria,Andalucia,regional
490,1,Enero,2017,Año Nuevo(se traslada al lunes),Almeria,Andalucia,regional
491,6,Enero,2017,Epifanía del Señor,Almeria,Andalucia,nacional
492,28,Febrero,2017,Día de Andalucía,Almeria,Andalucia,regional
493,13,Abril,2017,Jueves Santo,Almeria,Andalucia,regional
494,14,Abril,2017,Viernes Santo,Almeria,Andalucia,nacional
495,1,Mayo,2017,Día del Trabajo,Almeria,Andalucia,nacional
496,15,Agosto,2017,Asunción de la Virgen,Almeria,Andalucia,nacional
497,26,Agosto,2017,Virgen del Mar,Almeria,Andalucia,local
498,12,Octubre,2017,Fiesta Nacional Española,Almeria,Andalucia,nacional
499,1,Noviembre,2017,Día de Todos los Santos,Almeria,Andalucia,nacional
500,6,Diciembre,2017,Día de la Constitución Española,Almeria,Andalucia,nacional
501,8,Diciembre,2017,Inmaculada Concepción,Almeria,Andalucia,nacional
502,25,Diciembre,2017,Natividad del Señor,Almeria,Andalucia,nacional
503,26,Diciembre,2017,Día del Pendón,Almeria,Andalucia,local
504,1,Enero,2018,Año nuevo,Almeria,Andalucia,nacional
505,6,Enero,2018,Epifanía del Señor,Almeria,Andalucia,nacional
506,28,Febrero,2018,Día de Andalucía,Almeria,Andalucia,regional
507,29,Marzo,2018,Jueves Santo,Almeria,Andalucia,regional
508,30,Marzo,2018,Viernes Santo,Almeria,Andalucia,nacional
509,1,Mayo,2018,Fiesta del Trabajo,Almeria,Andalucia,nacional
510,24,Junio,2018,San Juan(se traslada al lunes),Almeria,Andalucia,local
511,15,Agosto,2018,Asunción de la Virgen,Almeria,Andalucia,nacional
512,25,Agosto,2018,Virgel del Mar,Almeria,Andalucia,local
513,12,Octubre,2018,Fiesta Nacional Española,Almeria,Andalucia,nacional
514,1,Noviembre,2018,Día de Todos los Santos,Almeria,Andalucia,nacional
515,6,Diciembre,2018,Día de la Constitución Española,Almeria,Andalucia,nacional
516,8,Diciembre,2018,Inmaculada Concepción,Almeria,Andalucia,nacional
517,25,Diciembre,2018,Navidad,Almeria,Andalucia,nacional
518,1,Enero,2019,Año nuevo,Almeria,Andalucia,nacional
519,6,Enero,2019,Epifanía del Señor(se traslada al lunes),Almeria,Andalucia,regional
520,28,Febrero,2019,Día de Andalucía,Almeria,Andalucia,regional
521,18,Abril,2019,Jueves Santo,Almeria,Andalucia,regional
522,19,Abril,2019,Viernes Santo,Almeria,Andalucia,nacional
523,1,Mayo,2019,Fiesta del Trabajo,Almeria,Andalucia,nacional
524,24,Junio,2019,San Juan,Almeria,Andalucia,local
525,15,Agosto,2019,Asunción de la Virgen,Almeria,Andalucia,nacional
526,24,Agosto,2019,Virgen del Mar,Almeria,Andalucia,local
527,12,Octubre,2019,Fiesta Nacional Española,Almeria,Andalucia,nacional
528,1,Noviembre,2019,,Almeria,Andalucia,nacional
529,6,Diciembre,2019,Día de la Constitución Española,Almeria,Andalucia,nacional
530,8,Diciembre,2019,Inmaculada Concepción(se traslada al lunes),Almeria,Andalucia,regional
531,25,Diciembre,2019,Natividad del Señor,Almeria,Andalucia,nacional
532,1,Enero,2020,Año nuevo,Almeria,Andalucia,nacional
533,6,Enero,2020,Epifanía del Señor,Almeria,Andalucia,nacional
534,28,Febrero,2020,Día de Andalucía,Almeria,Andalucia,regional
535,9,Abril,2020,Jueves Santo,Almeria,Andalucia,regional
536,10,Abril,2020,Viernes Santo,Almeria,Andalucia,nacional
537,1,Mayo,2020,Fiesta del Trabajo,Almeria,Andalucia,nacional
538,24,Junio,2020,San Juan,Almeria,Andalucia,local
539,15,Agosto,2020,Asunción de la Virgen,Almeria,Andalucia,nacional
540,29,Agosto,2020,Virgen del Mar,Almeria,Andalucia,local
541,12,Octubre,2020,Fiesta Nacional Española,Almeria,Andalucia,nacional
542,1,Noviembre,2020,Todos los Santos(se traslada al lunes),Almeria,Andalucia,regional
543,6,Diciembre,2020,Día de la Constitución(se traslada al lunes),Almeria,Andalucia,regional
544,8,Diciembre,2020,Inmaculada Concepción,Almeria,Andalucia,nacional
545,25,Diciembre,2020,Navidad del Señor,Almeria,Andalucia,nacional
546,1,Enero,2021,Año nuevo,Almeria,Andalucia,nacional
547,6,Enero,2021,Epifanía del Señor,Almeria,Andalucia,nacional
548,28,Febrero,2021,Día de Andalucía(se traslada al lunes),Almeria,Andalucia,regional
549,1,Marzo,2021,Día de Andalucía (se Traspasa al Lunes),Almeria,Andalucia,regional
550,1,Abril,2021,Jueves Santo,Almeria,Andalucia,regional
551,2,Abril,2021,Viernes Santo,Almeria,Andalucia,nacional
552,1,Mayo,2021,Día del trabajo,Almeria,Andalucia,regional
553,24,Junio,2021,San Juan,Almeria,Andalucia,local
554,16,Agosto,2021,Festividad de la Asunción de la Virgen,Almeria,Andalucia,regional
555,28,Agosto,2021,Virgen del Mar,Almeria,Andalucia,local
556,12,Octubre,2021,Fiesta Nacional Española,Almeria,Andalucia,nacional
557,1,Noviembre,2021,Día de Todos los Santos,Almeria,Andalucia,nacional
558,6,Diciembre,2021,Día de la Constitución Española,Almeria,Andalucia,nacional
559,8,Diciembre,2021,Inmaculada Concepción,Almeria,Andalucia,nacional
560,25,Diciembre,2021,Navidad,Almeria,Andalucia,nacional
561,1,Enero,2022,Año nuevo,Almeria,Andalucia,nacional
562,6,Enero,2022,Epifanía del Señor,Almeria,Andalucia,nacional
563,28,Febrero,2022,Día de Andalucía,Almeria,Andalucia,regional
564,14,Abril,2022,Jueves Santo,Almeria,Andalucia,regional
565,15,Abril,2022,Viernes Santo,Almeria,Andalucia,nacional
566,1,Mayo,2022,Día del Trabajo(se traslada al lunes),Almeria,Andalucia,regional
567,24,Junio,2022,San Juan,Almeria,Andalucia,local
568,15,Agosto,2022,Asunción de la Virgen,Almeria,Andalucia,nacional
569,27,Agosto,2022,Virgen del Mar,Almeria,Andalucia,local
570,12,Octubre,2022,Fiesta Nacional Española,Almeria,Andalucia,nacional
571,1,Noviembre,2022,Día de Todos los Santos,Almeria,Andalucia,nacional
572,6,Diciembre,2022,Día de la Constitución Española,Almeria,Andalucia,nacional
573,8,Diciembre,2022,Inmaculada Concepción,Almeria,Andalucia,nacional
574,25,Diciembre,2022,Natividad del Señor(se traslada al lunes),Almeria,Andalucia,regional
575,1,Enero,2023,Año Nuevo(se traslada al lunes),Almeria,Andalucia,regional
576,6,Enero,2023,Día de Reyes,Almeria,Andalucia,nacional
577,28,Febrero,2023,Día de Andalucía,Almeria,Andalucia,regional
578,6,Abril,2023,Jueves Santo,Almeria,Andalucia,regional
579,7,Abril,2023,Viernes Santo,Almeria,Andalucia,nacional
580,1,Mayo,2023,Día Del Trabajo,Almeria,Andalucia,nacional
581,15,Agosto,2023,Asunción de la Virgen,Almeria,Andalucia,nacional
582,26,Agosto,2023,Virgen del Mar,Almeria,Andalucia,local
583,12,Octubre,2023,Fiesta Nacional Española,Almeria,Andalucia,nacional
584,1,Noviembre,2023,Día de Todos los Santos,Almeria,Andalucia,nacional
585,6,Diciembre,2023,Día de la Constitución Española,Almeria,Andalucia,nacional
586,8,Diciembre,2023,Inmaculada Concepción,Almeria,Andalucia,nacional
587,25,Diciembre,2023,Navidad,Almeria,Andalucia,nacional
588,26,Diciembre,2023,San Esteban,Almeria,Andalucia,local
589,1,Enero,2024,Año nuevo,Almeria,Andalucia,nacional
590,6,Enero,2024,Epifanía del Señor,Almeria,Andalucia,nacional
591,28,Febrero,2024,Día de Andalucía,Almeria,Andalucia,regional
592,28,Marzo,2024,Jueves Santo,Almeria,Andalucia,regional
593,29,Marzo,2024,Viernes Santo,Almeria,Andalucia,nacional
594,1,Mayo,2024,Día del Trabajo,Almeria,Andalucia,nacional
595,24,Junio,2024,San Juan,Almeria,Andalucia,local
596,15,Agosto,2024,Asunción de la Virgen,Almeria,Andalucia,nacional
597,24,Agosto,2024,Virgen del Mar,Almeria,Andalucia,local
598,12,Octubre,2024,Fiesta Nacional Española,Almeria,Andalucia,nacional
599,1,Noviembre,2024,Día de Todos los Santos,Almeria,Andalucia,nacional
600,6,Diciembre,2024,Día de la Constitución Española,Almeria,Andalucia,nacional
601,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Almeria,Andalucia,regional
602,25,Diciembre,2024,Navidad,Almeria,Andalucia,nacional
603,1,Enero,2025,Año nuevo,Almeria,Andalucia,nacional
604,6,Enero,2025,Epifanía del Señor,Almeria,Andalucia,nacional
605,28,Febrero,2025,Día de Andalucía,Almeria,Andalucia,regional
606,17,Abril,2025,Jueves Santo,Almeria,Andalucia,regional
607,18,Abril,2025,Viernes Santo,Almeria,Andalucia,nacional
608,1,Mayo,2025,Día del Trabajo,Almeria,Andalucia,nacional
609,24,Junio,2025,San Juan,Almeria,Andalucia,local
610,15,Agosto,2025,Asunción de la Virgen,Almeria,Andalucia,nacional
611,30,Agosto,2025,Virgen del Mar,Almeria,Andalucia,local
612,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Almeria,Andalucia,regional
613,1,Noviembre,2025,Día de Todos los Santos,Almeria,Andalucia,nacional
614,6,Diciembre,2025,Día de la Constitución Española,Almeria,Andalucia,nacional
615,8,Diciembre,2025,Inmaculada Concepción,Almeria,Andalucia,nacional
616,25,Diciembre,2025,Navidad,Almeria,Andalucia,nacional
617,1,Enero,2015,Año nuevo,Asturias,Principado de Asturias,nacional
618,6,Enero,2015,Epifanía del Señor,Asturias,Principado de Asturias,nacional
619,2,Abril,2015,Jueves Santo,Asturias,Principado de Asturias,regional
620,3,Abril,2015,Viernes Santo,Asturias,Principado de Asturias,nacional
621,1,Mayo,2015,Fiesta del Trabajo,Asturias,Principado de Asturias,regional
622,15,Agosto,2015,Asunción de la Virgen,Asturias,Principado de Asturias,nacional
623,8,Septiembre,2015,Día de Asturias,Asturias,Principado de Asturias,regional
624,12,Octubre,2015,Fiesta Nacional Española,Asturias,Principado de Asturias,nacional
625,1,Noviembre,2015,Día de Todos los Santos(se traslada al lunes),Asturias,Principado de Asturias,nacional
626,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Asturias,Principado de Asturias,nacional
627,8,Diciembre,2015,Inmaculada Concepción,Asturias,Principado de Asturias,nacional
628,25,Diciembre,2015,Natividad del Señor,Asturias,Principado de Asturias,regional
629,1,Enero,2016,Año nuevo,Asturias,Principado de Asturias,nacional
630,6,Enero,2016,Epifanía del Señor,Asturias,Principado de Asturias,nacional
631,24,Marzo,2016,Jueves Santo,Asturias,Principado de Asturias,regional
632,25,Marzo,2016,Viernes Santo,Asturias,Principado de Asturias,nacional
633,1,Mayo,2016,Día del trabajo(se traslada al lunes),Asturias,Principado de Asturias,regional
634,15,Agosto,2016,Asunción de la Virgen,Asturias,Principado de Asturias,nacional
